100 0.076336 128
200 0.221578 128
300 0.412224 128
400 0.774046 128
500 1.282223 128
600 1.742259 128
700 2.271569 128
800 2.532536 128
900 2.948079 128
1000 3.023588 128
1100 3.171787 128
1200 3.202116 128
1300 3.338383 128
1400 3.239813 128
1500 3.252548 128
1600 3.158022 128
1700 3.082641 128
1800 3.053987 128
1900 2.927308 128
2000 2.832513 128
