50 0.167568 4 0.016757 10
100 0.150697 4 0.015070 10
150 0.181737 4 0.018174 10
200 0.265183 4 0.026518 10
250 0.410464 4 0.041046 10
300 0.561777 4 0.056178 10
350 0.773717 4 0.077372 10
400 1.022512 4 0.102251 10
450 1.293313 4 0.129331 10
500 1.607311 4 0.160731 10
550 1.960192 4 0.196019 10
600 2.322554 4 0.232255 10
650 2.706734 4 0.270673 10
700 3.146192 4 0.314619 10
750 3.595677 4 0.359568 10
800 4.125202 4 0.412520 10
850 4.643788 4 0.464379 10
900 5.185263 4 0.518526 10
950 5.826925 4 0.582692 10
1000 6.416068 4 0.641607 10
1050 7.036706 4 0.703671 10
1100 7.727797 4 0.772780 10
1150 8.452933 4 0.845293 10
1200 9.222461 4 0.922246 10
1250 10.005060 4 1.000506 10
1300 10.801257 4 1.080126 10
1350 11.707278 4 1.170728 10
1400 12.511462 4 1.251146 10
1450 13.411091 4 1.341109 10
