   1690.120     AND   1.930000     OR   1692.050    
   1704.500     AND   1.720000     OR   1706.220    
   1706.830     AND   1.950000     OR   1708.780    
   1646.460     AND   2.130000     OR   1648.590    
   1686.100     AND   1.920000     OR   1688.020    
