50 0.019584 3 0.001958 10
100 0.051808 3 0.005181 10
150 0.099581 3 0.009958 10
200 0.169740 3 0.016974 10
250 0.256133 3 0.025613 10
300 0.362931 3 0.036293 10
350 0.490599 3 0.049060 10
400 0.640428 3 0.064043 10
450 0.891307 3 0.089131 10
500 0.913089 3 0.091309 10
550 1.200643 3 0.120064 10
600 1.437842 3 0.143784 10
650 1.818706 3 0.181871 10
700 1.949512 3 0.194951 10
750 2.248106 3 0.224811 10
800 2.326400 3 0.232640 10
850 2.635211 3 0.263521 10
900 2.920189 3 0.292019 10
950 3.308281 3 0.330828 10
1000 3.619997 3 0.362000 10
1050 4.003322 3 0.400332 10
1100 4.383938 3 0.438394 10
1150 4.791905 3 0.479190 10
1200 4.717546 3 0.471755 10
1250 5.668056 3 0.566806 10
1300 6.102723 3 0.610272 10
