2 0.542268 10 
2 0.917936 20 
2 0.976476 30 
2 1.010715 40 
2 0.975992 50 
2 1.031600 60 
2 0.975817 70 
2 1.109013 80 
2 0.940607 90 
2 1.302077 100 
2 1.252989 200 
2 1.265170 300 
2 1.236765 400 
2 1.304329 500 
2 1.260792 600 
2 1.228641 700 
2 1.137028 800 
2 1.213515 900 
2 1.214454 1000 
4 0.540041 10 
4 0.866821 20 
4 0.881011 30 
4 0.946637 40 
4 1.005357 50 
4 0.975004 60 
4 1.021526 70 
4 1.317773 80 
4 1.426251 90 
4 1.209885 100 
4 1.100329 200 
4 1.144515 300 
4 1.163354 400 
4 1.190951 500 
4 1.190737 600 
4 1.200813 700 
4 0.995231 800 
4 1.204979 900 
4 1.209712 1000 
9 0.558696 10 
9 0.811575 20 
9 0.901804 30 
9 0.932488 40 
9 0.958326 50 
9 0.989181 60 
9 1.004498 70 
9 1.287835 80 
9 1.386310 90 
9 1.231435 100 
9 1.092553 200 
9 1.071388 300 
9 1.114944 400 
9 1.140414 500 
9 1.132212 600 
9 1.145054 700 
9 1.046910 800 
9 1.150327 900 
9 1.156771 1000 
16 0.430000 10 
16 0.835170 20 
16 0.888840 30 
16 0.927261 40 
16 0.945410 50 
16 0.979116 60 
16 1.019002 70 
16 1.311413 80 
16 1.406540 90 
16 1.227447 100 
16 1.117713 200 
16 1.161741 300 
16 1.170022 400 
16 1.195305 500 
16 1.186960 600 
16 1.196161 700 
16 0.995253 800 
16 1.196378 900 
16 1.206708 1000 
25 0.522358 10 
25 0.841567 20 
25 0.880819 30 
25 0.902634 40 
25 0.942387 50 
25 1.001965 60 
25 1.025934 70 
25 1.251633 80 
25 1.443408 90 
25 1.226342 100 
25 1.136981 200 
25 1.125844 300 
25 1.153921 400 
25 1.180905 500 
25 1.167003 600 
25 1.178516 700 
25 1.250030 800 
25 1.180876 900 
25 1.185946 1000 
