50 0.050811 1 0.005081 10
100 0.430684 1 0.043068 10
150 1.385912 1 0.138591 10
200 4.743685 1 0.474368 10
250 11.115086 1 1.111509 10
300 20.910349 1 2.091035 10
350 34.119960 1 3.411996 10
400 50.685309 1 5.068531 10
450 72.109209 1 7.210921 10
500 99.016391 1 9.901639 10
550 134.578407 1 13.457841 10
600 183.482701 1 18.348270 10
650 233.249595 1 23.324960 10
700 307.643685 1 30.764369 10
750 368.462643 1 36.846264 10
800 473.881522 1 47.388152 10
850 542.242276 1 54.224228 10
900 678.118764 1 67.811876 10
950 766.784676 1 76.678468 10
1000 950.215051 1 95.021505 10
1050 1047.243416 1 104.724342 10
1100 1284.490151 1 128.449015 10
1150 1386.471311 1 138.647131 10
1200 1685.789955 1 168.578996 10
1250 1795.388707 1 179.538871 10
1300 2135.324753 1 213.532475 10
1350 2258.856673 1 225.885667 10
1400 2657.491679 1 265.749168 10
1450 2798.396501 1 279.839650 10
