50 0.051741 1 0.005174 10
100 0.456826 1 0.045683 10
150 1.251189 1 0.125119 10
200 6.092711 1 0.609271 10
250 18.689884 1 1.868988 10
300 36.237118 1 3.623712 10
350 57.456074 1 5.745607 10
400 85.928180 1 8.592818 10
450 122.171545 1 12.217155 10
500 167.680576 1 16.768058 10
550 222.920526 1 22.292053 10
600 289.932693 1 28.993269 10
650 367.967831 1 36.796783 10
700 434.773362 1 43.477336 10
750 492.430815 1 49.243082 10
800 589.184336 1 58.918434 10
850 709.246208 1 70.924621 10
900 828.277689 1 82.827769 10
950 1011.625564 1 101.162556 10
1000 1193.874567 1 119.387457 10
1050 1454.347876 1 145.434788 10
1100 1656.193700 1 165.619370 10
1150 1820.339357 1 182.033936 10
1200 2163.800192 1 216.380019 10
1250 2359.314337 1 235.931434 10
1300 2639.009873 1 263.900987 10
1350 2503.370166 1 250.337017 10
1400 2848.302272 1 284.830227 10
1450 3036.139375 1 303.613937 10
