2 0.000077s 10
2 0.000546s 20
2 0.001912s 30
2 0.004147s 40
2 0.007898s 50
2 0.014065s 60
2 0.031150s 70
2 0.044116s 80
2 0.067301s 90
2 0.080965s 100
2 0.737327s 200
2 4.490413s 300
2 18.641075s 400
2 51.353477s 500
2 90.281692s 600
2 150.375684s 700
2 241.927789s 800
2 333.673472s 900
2 483.443958s 1000
3 0.000093s 10
3 0.000535s 20
3 0.001784s 30
3 0.007361s 40
3 0.008314s 50
3 0.014100s 60
3 0.027566s 70
3 0.043360s 80
3 0.060263s 90
3 0.098056s 100
3 0.683900s 200
3 4.339445s 300
3 20.406973s 400
3 46.852751s 500
3 94.702329s 600
3 142.951453s 700
3 243.676599s 800
3 359.788453s 900
3 461.512163s 1000
4 0.000084s 10
4 0.000661s 20
4 0.001847s 30
4 0.004489s 40
4 0.009735s 50
4 0.016218s 60
4 0.027733s 70
4 0.042056s 80
4 0.065307s 90
4 0.088319s 100
4 0.793311s 200
4 4.466304s 300
4 19.081185s 400
4 53.135616s 500
4 98.838111s 600
4 148.477551s 700
4 243.723500s 800
4 341.044822s 900
4 481.539881s 1000
