2 0.087617 10 
2 0.428638 20 
2 0.835831 30 
2 1.449144 40 
2 1.716830 50 
2 1.866511 60 
2 1.731920 70 
2 1.750952 80 
2 1.812630 90 
2 1.677576 100 
2 1.471440 200 
2 1.804033 300 
2 1.910971 400 
2 1.861975 500 
2 1.860053 600 
2 1.860646 700 
2 1.841028 800 
2 1.861414 900 
2 1.855482 1000 
3 0.099294 10 
3 0.486314 20 
3 0.883630 30 
3 1.208284 40 
3 1.443125 50 
3 1.561560 60 
3 1.659072 70 
3 1.573771 80 
3 1.543128 90 
3 1.520132 100 
3 1.433233 200 
3 1.681713 300 
3 1.774410 400 
3 1.893517 500 
3 1.892812 600 
3 1.886472 700 
3 1.865918 800 
3 1.866939 900 
3 1.865004 1000 
4 0.066202 10 
4 0.389677 20 
4 0.838207 30 
4 1.264956 40 
4 1.512547 50 
4 1.627830 60 
4 1.708307 70 
4 1.761160 80 
4 1.623889 90 
4 1.670475 100 
4 1.622503 200 
4 1.695500 300 
4 1.889644 400 
4 1.904610 500 
4 1.949201 600 
4 1.913014 700 
4 1.888531 800 
4 1.890016 900 
4 1.873034 1000 
