50 1.056175 3 0.105618 10
100 2.470437 3 0.247044 10
150 3.802347 3 0.380235 10
200 5.252906 3 0.525291 10
250 6.703486 3 0.670349 10
300 8.939429 3 0.893943 10
350 11.480553 3 1.148055 10
400 14.451225 3 1.445122 10
450 17.950322 3 1.795032 10
500 22.773474 3 2.277347 10
550 27.819763 3 2.781976 10
600 34.138406 3 3.413841 10
650 42.233479 3 4.223348 10
700 50.360192 3 5.036019 10
750 59.751240 3 5.975124 10
800 71.273197 3 7.127320 10
850 84.042738 3 8.404274 10
900 96.788811 3 9.678881 10
950 112.058952 3 11.205895 10
1000 128.199057 3 12.819906 10
1050 145.995204 3 14.599520 10
1100 165.573533 3 16.557353 10
1150 186.296011 3 18.629601 10
1200 210.101452 3 21.010145 10
1250 235.210520 3 23.521052 10
1300 260.635813 3 26.063581 10
1350 289.730719 3 28.973072 10
1400 321.207387 3 32.120739 10
1450 353.045604 3 35.304560 10
