50 0.538748 2 0.053875 10
100 1.238295 2 0.123829 10
150 2.289625 2 0.228962 10
200 3.974655 2 0.397466 10
250 6.412502 2 0.641250 10
300 10.055344 2 1.005534 10
350 14.669488 2 1.466949 10
400 20.671282 2 2.067128 10
450 28.044969 2 2.804497 10
500 37.155683 2 3.715568 10
550 48.354646 2 4.835465 10
600 61.344835 2 6.134483 10
650 76.424853 2 7.642485 10
700 94.121511 2 9.412151 10
750 114.059337 2 11.405934 10
800 136.885759 2 13.688576 10
850 162.241783 2 16.224178 10
900 191.285699 2 19.128570 10
950 223.012053 2 22.301205 10
1000 258.245827 2 25.824583 10
1050 296.707674 2 29.670767 10
1100 339.588632 2 33.958863 10
1150 386.127201 2 38.612720 10
1200 437.080318 2 43.708032 10
1250 491.146969 2 49.114697 10
1300 551.590134 2 55.159013 10
1350 615.661194 2 61.566119 10
1400 684.870430 2 68.487043 10
1450 758.070091 2 75.807009 10
