50 0.066761 3 0.006676 10
100 0.098897 3 0.009890 10
150 0.153891 3 0.015389 10
200 0.221185 3 0.022119 10
250 0.332604 3 0.033260 10
300 0.471930 3 0.047193 10
350 0.637191 3 0.063719 10
400 0.823062 3 0.082306 10
450 1.037131 3 0.103713 10
500 1.272270 3 0.127227 10
550 1.531544 3 0.153154 10
600 1.821271 3 0.182127 10
650 2.127711 3 0.212771 10
700 2.461541 3 0.246154 10
750 2.825795 3 0.282579 10
800 3.209973 3 0.320997 10
850 3.613826 3 0.361383 10
900 4.054211 3 0.405421 10
950 4.506489 3 0.450649 10
1000 4.987913 3 0.498791 10
1050 5.506258 3 0.550626 10
1100 6.032516 3 0.603252 10
1150 6.582733 3 0.658273 10
1200 7.177000 3 0.717700 10
1250 7.777885 3 0.777788 10
1300 8.403627 3 0.840363 10
1350 9.078064 3 0.907806 10
1400 9.750696 3 0.975070 10
1450 10.459303 3 1.045930 10
