2 0.000026s 10
2 0.000189s 20
2 0.000611s 30
2 0.001443s 40
2 0.002833s 50
2 0.004894s 60
2 0.007853s 70
2 0.011773s 80
2 0.016865s 90
2 0.023007s 100
2 0.392853s 200
2 1.374156s 300
2 3.365546s 400
2 6.810241s 500
2 11.669979s 600
2 18.775114s 700
2 37.985834s 800
2 40.120566s 900
2 55.653114s 1000
4 0.000026s 10
4 0.000187s 20
4 0.000612s 30
4 0.001455s 40
4 0.002837s 50
4 0.004888s 60
4 0.007850s 70
4 0.011662s 80
4 0.016862s 90
4 0.022991s 100
4 0.391555s 200
4 1.361143s 300
4 3.350669s 400
4 6.779674s 500
4 11.675942s 600
4 18.821155s 700
4 71.362150s 800
4 40.165958s 900
4 55.562586s 1000
9 0.000026s 10
9 0.000187s 20
9 0.000611s 30
9 0.001456s 40
9 0.002862s 50
9 0.004869s 60
9 0.007858s 70
9 0.011787s 80
9 0.016932s 90
9 0.022989s 100
9 0.382043s 200
9 1.363887s 300
9 3.371817s 400
9 6.795508s 500
9 11.709598s 600
9 18.744226s 700
9 71.001747s 800
9 40.093094s 900
9 55.533376s 1000
16 0.000026s 10
16 0.000186s 20
16 0.000611s 30
16 0.001459s 40
16 0.002816s 50
16 0.004865s 60
16 0.007836s 70
16 0.011729s 80
16 0.016890s 90
16 0.022938s 100
16 0.380839s 200
16 1.342591s 300
16 3.355295s 400
16 6.799807s 500
16 11.692379s 600
16 18.741014s 700
16 73.344813s 800
16 40.110563s 900
16 55.544179s 1000
25 0.000026s 10
25 0.000187s 20
25 0.000611s 30
25 0.001430s 40
25 0.002832s 50
25 0.004847s 60
25 0.007902s 70
25 0.011739s 80
25 0.016828s 90
25 0.023037s 100
25 0.384215s 200
25 1.356629s 300
25 3.327428s 400
25 6.792801s 500
25 11.651305s 600
25 18.823624s 700
25 74.144960s 800
25 40.190794s 900
25 55.581805s 1000
