2 0.000054s 10
2 0.000193s 20
2 0.000574s 30
2 0.001260s 40
2 0.002552s 50
2 0.004561s 60
2 0.006870s 70
2 0.008667s 80
2 0.011847s 90
2 0.015665s 100
2 0.250417s 200
2 0.894299s 300
2 2.170555s 400
2 4.318524s 500
2 7.404514s 600
2 11.860374s 700
2 24.245526s 800
2 25.137754s 900
2 34.832858s 1000
4 0.000053s 10
4 0.000196s 20
4 0.000575s 30
4 0.001264s 40
4 0.002551s 50
4 0.004361s 60
4 0.006715s 70
4 0.008842s 80
4 0.011834s 90
4 0.015702s 100
4 0.251969s 200
4 0.893398s 300
4 2.166396s 400
4 4.313876s 500
4 7.445087s 600
4 11.888090s 700
4 57.972666s 800
4 25.170051s 900
4 34.732941s 1000
9 0.000049s 10
9 0.000199s 20
9 0.000586s 30
9 0.001288s 40
9 0.002523s 50
9 0.004371s 60
9 0.006671s 70
9 0.008505s 80
9 0.012078s 90
9 0.015362s 100
9 0.253619s 200
9 0.933374s 300
9 2.294884s 400
9 4.556029s 500
9 7.868246s 600
9 12.626048s 700
9 59.184832s 800
9 26.809853s 900
9 37.005251s 1000
16 0.000045s 10
16 0.000216s 20
16 0.000598s 30
16 0.001303s 40
16 0.002561s 50
16 0.004389s 60
16 0.006700s 70
16 0.008582s 80
16 0.012013s 90
16 0.015501s 100
16 0.241183s 200
16 0.877645s 300
16 2.158265s 400
16 4.307703s 500
16 7.366165s 600
16 11.864087s 700
16 58.988109s 800
16 25.240366s 900
16 34.735174s 1000
25 0.000053s 10
25 0.000238s 20
25 0.000599s 30
25 0.001338s 40
25 0.002638s 50
25 0.004216s 60
25 0.006762s 70
25 0.008646s 80
25 0.011993s 90
25 0.015322s 100
25 0.245082s 200
25 0.897281s 300
25 2.191142s 400
25 4.399769s 500
25 7.590570s 600
25 12.151247s 700
25 59.570214s 800
25 25.733952s 900
25 35.494752s 1000
