100 0.266680 2 0.026668 10
200 1.848456 2 0.184846 10
300 6.821373 2 0.682137 10
400 18.353088 2 1.835309 10
500 41.516754 2 4.151675 10
600 77.851312 2 7.785131 10
700 137.255406 2 13.725541 10
800 218.149569 2 21.814957 10
900 341.363793 2 34.136379 10
1000 471.624109 2 47.162411 10
1100 655.777278 2 65.577728 10
1200 877.068401 2 87.706840 10
1300 1133.443031 2 113.344303 10
1400 1446.383831 2 144.638383 10
1500 1806.129981 2 180.612998 10
1600 2222.547120 2 222.254712 10
1700 2693.547308 2 269.354731 10
1800 3215.621493 2 321.562149 10
1900 3817.205694 2 381.720569 10
2000 4469.768645 2 446.976865 10
