50 0.024556 2 0.002456 10
100 0.060392 2 0.006039 10
150 0.139559 2 0.013956 10
200 0.249620 2 0.024962 10
250 0.397272 2 0.039727 10
300 0.575753 2 0.057575 10
350 0.785993 2 0.078599 10
400 1.039916 2 0.103992 10
450 1.312105 2 0.131211 10
500 1.622382 2 0.162238 10
550 1.960660 2 0.196066 10
600 2.334522 2 0.233452 10
650 2.742611 2 0.274261 10
700 3.174957 2 0.317496 10
750 3.644425 2 0.364443 10
800 4.142092 2 0.414209 10
850 4.674174 2 0.467417 10
900 5.248073 2 0.524807 10
950 5.838022 2 0.583802 10
1000 6.472352 2 0.647235 10
1050 7.134078 2 0.713408 10
1100 7.830947 2 0.783095 10
1150 8.563006 2 0.856301 10
1200 9.325805 2 0.932581 10
1250 10.113095 2 1.011309 10
1300 10.940693 2 1.094069 10
1350 11.799054 2 1.179905 10
1400 12.688728 2 1.268873 10
1450 13.614592 2 1.361459 10
1500 14.563330 2 1.456333 10
