50 0.012763 1 0.001276 10
100 0.057900 1 0.005790 10
150 0.092027 1 0.009203 10
200 0.195166 1 0.019517 10
250 0.315415 1 0.031542 10
300 0.390482 1 0.039048 10
350 0.644207 1 0.064421 10
400 0.841133 1 0.084113 10
450 1.251717 1 0.125172 10
500 1.304092 1 0.130409 10
550 1.861201 1 0.186120 10
600 1.868741 1 0.186874 10
650 2.586475 1 0.258647 10
700 2.936746 1 0.293675 10
750 3.432667 1 0.343267 10
800 3.912108 1 0.391211 10
850 4.416073 1 0.441607 10
900 4.857947 1 0.485795 10
950 4.712367 1 0.471237 10
1000 6.257986 1 0.625799 10
1050 6.781566 1 0.678157 10
1100 7.548081 1 0.754808 10
1150 8.134875 1 0.813488 10
1200 8.987230 1 0.898723 10
1250 9.628515 1 0.962851 10
1300 10.529007 1 1.052901 10
1350 11.167980 1 1.116798 10
1400 12.152552 1 1.215255 10
1450 12.946268 1 1.294627 10
1500 13.970804 1 1.397080 10
1550 14.754250 1 1.475425 10
1600 15.894245 1 1.589424 10
1650 16.728581 1 1.672858 10
1700 17.901617 1 1.790162 10
1750 18.698817 1 1.869882 10
1800 22.892320 1 2.289232 10
1850 21.002742 1 2.100274 10
1900 22.315823 1 2.231582 10
1950 23.292758 1 2.329276 10
2000 24.749272 1 2.474927 10
2050 25.609211 1 2.560921 10
2100 27.294742 1 2.729474 10
2150 28.213560 1 2.821356 10
2200 29.834284 1 2.983428 10
2250 31.102777 1 3.110278 10
2300 37.317320 1 3.731732 10
2350 33.746276 1 3.374628 10
2400 35.721763 1 3.572176 10
2450 36.788922 1 3.678892 10
2500 38.560789 1 3.856079 10
