50 0.400332 4 0.040033 10
100 0.605442 4 0.060544 10
150 1.206010 4 0.120601 10
200 2.158857 4 0.215886 10
250 3.469055 4 0.346905 10
300 5.248134 4 0.524813 10
350 7.578672 4 0.757867 10
400 10.639808 4 1.063981 10
450 14.430670 4 1.443067 10
500 19.033469 4 1.903347 10
550 24.587748 4 2.458775 10
600 31.012595 4 3.101259 10
650 38.709645 4 3.870964 10
700 47.518305 4 4.751831 10
750 57.908554 4 5.790855 10
800 69.447991 4 6.944799 10
850 82.584486 4 8.258449 10
900 96.822403 4 9.682240 10
950 113.075864 4 11.307586 10
1000 130.829251 4 13.082925 10
1050 150.859890 4 15.085989 10
1100 172.229825 4 17.222982 10
1150 196.256169 4 19.625617 10
1200 221.648320 4 22.164832 10
1250 249.589595 4 24.958960 10
1300 279.647198 4 27.964720 10
1350 312.614309 4 31.261431 10
1400 346.921095 4 34.692109 10
1450 385.299497 4 38.529950 10
