100 0.240643 16
200 0.978341 16
300 1.600825 16
400 2.226432 16
500 2.762442 16
600 2.953942 16
700 2.874434 16
800 2.653324 16
900 2.462001 16
1000 2.352198 16
1100 2.216505 16
1200 2.089529 16
1300 2.030356 16
1400 1.970616 16
1500 1.937507 16
1600 1.897554 16
1700 1.893628 16
1800 1.859328 16
1900 1.856963 16
2000 1.831760 16
