100 1.450405 2
200 1.859922 2
300 2.353542 2
400 2.326279 2
500 2.289879 2
600 2.275881 2
700 2.182664 2
800 2.150537 2
900 2.091512 2
1000 2.064276 2
1100 2.015302 2
1200 1.982572 2
1300 1.969374 2
1400 1.944796 2
1500 1.926571 2
1600 1.908298 2
1700 1.894859 2
1800 1.888734 2
1900 1.877373 2
2000 1.872602 2
