100 0.371562 24 0.037156 10
200 0.887744 24 0.088774 10
300 1.772651 24 0.177265 10
400 3.381798 24 0.338180 10
500 5.876601 24 0.587660 10
600 9.407858 24 0.940786 10
700 14.826794 24 1.482679 10
800 36.537266 24 3.653727 10
900 49.817159 24 4.981716 10
1000 94.850738 24 9.485074 10
1100 158.969252 24 15.896925 10
1200 230.260077 24 23.026008 10
1300 321.324141 24 32.132414 10
1400 426.054001 24 42.605400 10
1500 548.983125 24 54.898312 10
1600 700.623429 24 70.062343 10
1700 839.144406 24 83.914441 10
1800 1002.034159 24 100.203416 10
1900 1206.243335 24 120.624333 10
2000 1421.279696 24 142.127970 10
