100 0.735825 4 0.073582 10
200 2.567068 4 0.256707 10
300 7.438358 4 0.743836 10
400 17.030776 4 1.703078 10
500 34.241974 4 3.424197 10
600 64.473607 4 6.447361 10
700 103.937826 4 10.393783 10
800 166.145818 4 16.614582 10
900 249.320883 4 24.932088 10
1000 342.656827 4 34.265683 10
1100 470.081259 4 47.008126 10
1200 619.331339 4 61.933134 10
1300 798.771905 4 79.877190 10
1400 1015.058572 4 101.505857 10
1500 1257.205724 4 125.720572 10
1600 1539.731001 4 153.973100 10
1700 1860.022631 4 186.002263 10
1800 2209.336157 4 220.933616 10
1900 2630.347838 4 263.034784 10
2000 3056.194758 4 305.619476 10
