50 2.716510 7 0.271651 10
100 4.420207 7 0.442021 10
150 6.919908 7 0.691991 10
200 14.290157 7 1.429016 10
250 14.356709 7 1.435671 10
300 14.638680 7 1.463868 10
350 20.814226 7 2.081423 10
400 27.068687 7 2.706869 10
450 27.375279 7 2.737528 10
500 30.963271 7 3.096327 10
550 26.042952 7 2.604295 10
600 35.520659 7 3.552066 10
650 46.664376 7 4.666438 10
700 43.987219 7 4.398722 10
750 57.459038 7 5.745904 10
800 61.845886 7 6.184589 10
850 72.986051 7 7.298605 10
900 73.689141 7 7.368914 10
950 91.807084 7 9.180708 10
1000 104.724067 7 10.472407 10
1050 120.738789 7 12.073879 10
1100 138.491446 7 13.849145 10
1150 149.231005 7 14.923100 10
1200 162.568630 7 16.256863 10
1250 183.374696 7 18.337470 10
1300 216.393101 7 21.639310 10
1350 225.512981 7 22.551298 10
1400 233.829865 7 23.382986 10
1450 276.209419 7 27.620942 10
1500 257.421532 7 25.742153 10
1550 292.283106 7 29.228311 10
1600 319.559061 7 31.955906 10
1650 327.047480 7 32.704748 10
1700 372.867115 7 37.286712 10
1750 361.624121 7 36.162412 10
1800 397.619608 7 39.761961 10
1850 436.010259 7 43.601026 10
1900 430.890403 7 43.089040 10
1950 472.982804 7 47.298280 10
2000 500.040910 7 50.004091 10
2050 520.134691 7 52.013469 10
2100 541.079591 7 54.107959 10
2150 582.194986 7 58.219499 10
2200 594.983931 7 59.498393 10
2250 638.780825 7 63.878083 10
2300 669.870484 7 66.987048 10
2350 765.755721 7 76.575572 10
2400 710.814339 7 71.081434 10
2450 758.883867 7 75.888387 10
2500 823.554027 7 82.355403 10
