2 0.000023s 10
2 0.000155s 20
2 0.000504s 30
2 0.001185s 40
2 0.002423s 50
2 0.004078s 60
2 0.006753s 70
2 0.009893s 80
2 0.014503s 90
2 0.019324s 100
2 0.362496s 200
2 1.333829s 300
2 3.291214s 400
2 6.661252s 500
2 11.411350s 600
2 18.353190s 700
2 51.995530s 800
2 39.420627s 900
2 55.016038s 1000
4 0.000023s 10
4 0.000156s 20
4 0.000505s 30
4 0.001187s 40
4 0.002457s 50
4 0.004118s 60
4 0.006834s 70
4 0.009830s 80
4 0.014518s 90
4 0.019218s 100
4 0.344129s 200
4 1.333296s 300
4 3.292347s 400
4 6.659195s 500
4 11.410088s 600
4 18.355483s 700
4 51.184397s 800
4 39.442147s 900
4 55.180621s 1000
9 0.000024s 10
9 0.000168s 20
9 0.000506s 30
9 0.001202s 40
9 0.002471s 50
9 0.004142s 60
9 0.006845s 70
9 0.009922s 80
9 0.014526s 90
9 0.019201s 100
9 0.357680s 200
9 1.333606s 300
9 3.291675s 400
9 6.660801s 500
9 11.413884s 600
9 18.350971s 700
9 51.263789s 800
9 39.401494s 900
9 55.101926s 1000
16 0.000027s 10
16 0.000169s 20
16 0.000532s 30
16 0.001222s 40
16 0.002470s 50
16 0.004136s 60
16 0.006764s 70
16 0.009817s 80
16 0.014441s 90
16 0.019120s 100
16 0.344348s 200
16 1.333036s 300
16 3.291432s 400
16 6.660650s 500
16 11.407959s 600
16 18.351144s 700
16 52.403514s 800
16 39.403853s 900
16 55.054496s 1000
25 0.000029s 10
25 0.000179s 20
25 0.000551s 30
25 0.001255s 40
25 0.002523s 50
25 0.004190s 60
25 0.006801s 70
25 0.009861s 80
25 0.014570s 90
25 0.019162s 100
25 0.343950s 200
25 1.333944s 300
25 3.291161s 400
25 6.659181s 500
25 11.409526s 600
25 18.352235s 700
25 49.979981s 800
25 39.400141s 900
25 54.822458s 1000
