50 1.214473 4 0.121447 10
100 1.438801 4 0.143880 10
150 1.785303 4 0.178530 10
200 2.266104 4 0.226610 10
250 3.039290 4 0.303929 10
300 3.977468 4 0.397747 10
350 7.762016 4 0.776202 10
400 12.178379 4 1.217838 10
450 16.417307 4 1.641731 10
500 17.886973 4 1.788697 10
550 21.968214 4 2.196821 10
600 25.600873 4 2.560087 10
650 30.694262 4 3.069426 10
700 34.307691 4 3.430769 10
750 40.798209 4 4.079821 10
800 46.779178 4 4.677918 10
850 55.765601 4 5.576560 10
900 66.650884 4 6.665088 10
950 74.578521 4 7.457852 10
1000 80.865531 4 8.086553 10
1050 92.528375 4 9.252837 10
1100 108.035225 4 10.803522 10
1150 120.603599 4 12.060360 10
1200 132.654018 4 13.265402 10
1250 148.046629 4 14.804663 10
1300 164.655413 4 16.465541 10
1350 183.211022 4 18.321102 10
1400 204.204062 4 20.420406 10
1450 224.000819 4 22.400082 10
