50 0.843937 5 0.084394 10
100 0.848777 5 0.084878 10
150 0.794767 5 0.079477 10
200 1.052681 5 0.105268 10
250 1.347793 5 0.134779 10
300 1.446824 5 0.144682 10
350 1.663351 5 0.166335 10
400 2.229109 5 0.222911 10
450 2.715587 5 0.271559 10
500 3.012566 5 0.301257 10
550 3.559109 5 0.355911 10
600 3.864872 5 0.386487 10
650 4.275933 5 0.427593 10
700 4.703980 5 0.470398 10
750 5.308782 5 0.530878 10
800 6.020870 5 0.602087 10
850 6.694853 5 0.669485 10
900 7.542458 5 0.754246 10
950 8.327711 5 0.832771 10
1000 9.271526 5 0.927153 10
1050 10.181902 5 1.018190 10
1100 11.210692 5 1.121069 10
1150 12.374083 5 1.237408 10
1200 13.485995 5 1.348599 10
1250 14.900762 5 1.490076 10
1300 16.293752 5 1.629375 10
1350 17.773979 5 1.777398 10
1400 19.220234 5 1.922023 10
1450 20.852565 5 2.085256 10
1500 22.694989 5 2.269499 10
