50 0.075675 2 0.007567 10
100 0.251000 2 0.025100 10
150 0.296384 2 0.029638 10
200 0.606358 2 0.060636 10
250 1.089788 2 0.108979 10
300 1.631363 2 0.163136 10
350 2.388856 2 0.238886 10
400 3.371123 2 0.337112 10
450 4.656731 2 0.465673 10
500 6.112043 2 0.611204 10
550 8.760865 2 0.876086 10
600 11.035085 2 1.103509 10
650 13.622220 2 1.362222 10
700 16.321832 2 1.632183 10
750 18.949124 2 1.894912 10
800 23.289550 2 2.328955 10
850 27.598532 2 2.759853 10
900 32.198689 2 3.219869 10
950 37.771655 2 3.777165 10
1000 44.565331 2 4.456533 10
1050 50.392544 2 5.039254 10
1100 57.413942 2 5.741394 10
1150 64.920611 2 6.492061 10
1200 73.540307 2 7.354031 10
1250 82.691201 2 8.269120 10
1300 93.250787 2 9.325079 10
1350 103.755023 2 10.375502 10
1400 116.563626 2 11.656363 10
1450 133.219178 2 13.321918 10
1500 148.254239 2 14.825424 10
