2 0.090871 10 
2 0.483922 20 
2 1.022195 30 
2 1.418750 40 
2 1.684464 50 
2 1.761329 60 
2 1.852557 70 
2 1.676194 80 
2 1.929534 90 
2 1.879296 100 
2 1.406294 200 
2 1.307567 300 
2 1.345778 400 
2 1.397363 500 
2 1.372257 600 
2 1.393912 700 
2 1.362175 800 
2 1.406634 900 
2 1.411486 1000 
4 0.056324 10 
4 0.328198 20 
4 0.787692 30 
4 1.139421 40 
4 1.505463 50 
4 1.597965 60 
4 1.754902 70 
4 1.729918 80 
4 1.813122 90 
4 1.832244 100 
4 1.396912 200 
4 1.297349 300 
4 1.337856 400 
4 1.388042 500 
4 1.374071 600 
4 1.393065 700 
4 1.427225 800 
4 1.401943 900 
4 1.411302 1000 
9 0.024266 10 
9 0.193424 20 
9 0.482502 30 
9 0.896494 40 
9 1.144725 50 
9 1.357371 60 
9 1.520564 70 
9 1.546119 80 
9 1.636601 90 
9 1.629556 100 
9 1.344881 200 
9 1.303197 300 
9 1.342183 400 
9 1.393897 500 
9 1.375321 600 
9 1.395688 700 
9 1.406612 800 
9 1.406935 900 
9 1.435372 1000 
16 0.013025 10 
16 0.094875 20 
16 0.349835 30 
16 0.627071 40 
16 0.952451 50 
16 1.158501 60 
16 1.339013 70 
16 1.458982 80 
16 1.614160 90 
16 1.594653 100 
16 1.305871 200 
16 1.306359 300 
16 1.341897 400 
16 1.398551 500 
16 1.377469 600 
16 1.397929 700 
16 1.426814 800 
16 1.408866 900 
16 1.416316 1000 
25 0.009053 10 
25 0.056168 20 
25 0.231934 30 
25 0.462892 40 
25 0.755065 50 
25 0.970962 60 
25 1.189956 70 
25 1.281757 80 
25 1.384710 90 
25 1.450628 100 
25 1.377751 200 
25 1.304142 300 
25 1.341022 400 
25 1.393535 500 
25 1.371432 600 
25 1.398458 700 
25 1.408077 800 
25 1.406292 900 
25 1.416368 1000 
