50 1.103938 3 0.110394 10
100 1.445343 3 0.144534 10
150 1.715505 3 0.171550 10
200 2.885092 3 0.288509 10
250 3.371692 3 0.337169 10
300 4.119790 3 0.411979 10
350 5.875925 3 0.587592 10
400 7.782584 3 0.778258 10
450 10.566951 3 1.056695 10
500 14.401842 3 1.440184 10
550 19.000929 3 1.900093 10
600 25.480216 3 2.548022 10
650 32.574918 3 3.257492 10
700 40.922405 3 4.092240 10
750 50.906388 3 5.090639 10
800 61.798514 3 6.179851 10
850 74.622635 3 7.462264 10
900 88.756741 3 8.875674 10
950 104.066297 3 10.406630 10
1000 121.149119 3 12.114912 10
1050 140.251765 3 14.025177 10
1100 160.262158 3 16.026216 10
1150 182.458219 3 18.245822 10
1200 207.093474 3 20.709347 10
1250 233.905772 3 23.390577 10
1300 262.050168 3 26.205017 10
1350 293.787246 3 29.378725 10
1400 327.291412 3 32.729141 10
1450 362.989608 3 36.298961 10
