100 17.020431 64 1.702043 10
200 24.335623 64 2.433562 10
300 37.595901 64 3.759590 10
400 43.180979 64 4.318098 10
500 60.548135 64 6.054814 10
600 75.924737 64 7.592474 10
700 101.022944 64 10.102294 10
800 138.029704 64 13.802970 10
900 161.943060 64 16.194306 10
1000 231.261308 64 23.126131 10
1100 292.982662 64 29.298266 10
1200 407.198538 64 40.719854 10
1300 511.055989 64 51.105599 10
1400 662.701124 64 66.270112 10
1500 853.996673 64 85.399667 10
1600 1108.826943 64 110.882694 10
1700 1444.259974 64 144.425997 10
1800 1780.955894 64 178.095589 10
1900 2193.475598 64 219.347560 10
2000 2659.212272 64 265.921227 10
